"CommHouse","Date","Time","Type","Action","LastName","FirstName","MiddleName","Position","Term","Resides_At","ModDate"
"S","9/30/2024","01:00 PM","Session","Advise and Consent","Beck","Jennifer"," ","to be a member of the New Jersey Racing Commission","to replace John Hoffman, for the term prescribed by law, currently set to expire March 18, 2028.","Red Bank",9/30/2024 0:00:00
"S","9/12/2024","12:00 PM","Quorum","Referred To Committee","Beck","Jennifer"," ","to be a member of the New Jersey Racing Commission","to replace John Hoffman, for the term prescribed by law, currently set to expire March 18, 2028.","Red Bank",9/12/2024 0:00:00
"S","9/26/2024","12:00 PM","Quorum","Reported From Committee","Beck","Jennifer"," ","to be a member of the New Jersey Racing Commission","to replace John Hoffman, for the term prescribed by law, currently set to expire March 18, 2028.","Red Bank",9/26/2024 0:00:00
"S","6/20/2024","12:00 PM","Quorum","Referred To Committee","Behnke","Debra"," ","to be a member of the Delaware River and Bay Authority","to replace Cecil Smith, for the term prescribed by law, currently set to expire July 1, 2024.","Pennsville",6/20/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Reported From Committee","Behnke","Debra"," ","to be a member of the Delaware River and Bay Authority","to replace Cecil Smith, for the term prescribed by law, currently set to expire July 1, 2024.","Pennsville",6/28/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Behnke","Debra"," ","to be a member of the Delaware River and Bay Authority","to replace Cecil Smith, for the term prescribed by law, currently set to expire July 1, 2024.","Pennsville",6/28/2024 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Behnke","Debra"," ","to be a member of the Salem County Board of Taxation","to succeed herself, for the term prescribed by law.","Pennsville",12/4/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Behnke","Debra"," ","to be a member of the Salem County Board of Taxation","to succeed herself, for the term prescribed by law.","Pennsville",12/15/2025 0:00:00
"SJU","6/28/2024","11:30 AM","Meeting","Interviewed","Behnke","Debra"," ","to be a member of the Delaware River and Bay Authority","to replace Cecil Smith, for the term prescribed by law, currently set to expire July 1, 2024.","Pennsville",6/26/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Behnke","Debra"," ","to be a member of the Salem County Board of Taxation","to succeed herself, for the term prescribed by law.","Pennsville",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Behnke","Debra"," ","to be a member of the Salem County Board of Taxation","to succeed herself, for the term prescribed by law.","Pennsville",12/11/2025 0:00:00
"SJU","6/30/2025","10:30 AM","Meeting","Considered","Belgiovine","Corrado"," ","to be a member of the Bergen County Board of Taxation","to replace John Cross, for the term prescribed by law, currently set to expire May 1, 2027.","Woodcliff lake",6/26/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Advise and Consent","Belgiovine","Corrado"," ","to be a member of the Bergen County Board of Taxation","to replace John Cross, for the term prescribed by law, currently set to expire May 1, 2027.","Woodcliff lake",6/30/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Reported From Committee","Belgiovine","Corrado"," ","to be a member of the Bergen County Board of Taxation","to replace John Cross, for the term prescribed by law, currently set to expire May 1, 2027.","Woodcliff lake",6/30/2025 0:00:00
"S","3/17/2025","12:00 PM","Quorum","Referred To Committee","Belgiovine","Corrado"," ","to be a member of the Bergen County Board of Taxation","to replace John Cross, for the term prescribed by law, currently set to expire May 1, 2027.","Woodcliff lake",3/17/2025 0:00:00
"S","6/26/2025","12:00 PM","Quorum","Reported From Committee","Bencivengo","Nicole"," ","to be a member of the Domestic Companion Animal Council","to replace Michael Melchionne, for the term prescribed by law, currently set to expire December 19, 2028.","Chesterfield",6/26/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Bencivengo","Nicole"," ","to be a member of the Domestic Companion Animal Council","to replace Michael Melchionne, for the term prescribed by law, currently set to expire December 19, 2028.","Chesterfield",5/12/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Advise and Consent","Bencivengo","Nicole"," ","to be a member of the Domestic Companion Animal Council","to replace Michael Melchionne, for the term prescribed by law, currently set to expire December 19, 2028.","Chesterfield",6/30/2025 0:00:00
"SJU","6/26/2025","10:00 AM","Meeting","Considered","Bencivengo","Nicole"," ","to be a member of the Domestic Companion Animal Council","to replace Michael Melchionne, for the term prescribed by law, currently set to expire December 19, 2028.","Chesterfield",6/19/2025 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Considered","Benedetti","Carl"," ","to be a member of the Thomas Edison State University Board of Trustees","to fill a vacancy, for the term prescribed by law, ending June 30, 2031.","Ewing",5/27/2025 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Benedetti","Carl"," ","to be a member of the Thomas Edison State University Board of Trustees","to fill a vacancy, for the term prescribed by law, ending June 30, 2031.","Ewing",5/29/2025 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Benedetti","Carl"," ","to be a member of the Thomas Edison State University Board of Trustees","to fill a vacancy, for the term prescribed by law, ending June 30, 2031.","Ewing",6/2/2025 0:00:00
"S","3/17/2025","12:00 PM","Quorum","Referred To Committee","Benedetti","Carl"," ","to be a member of the Thomas Edison State University Board of Trustees","to fill a vacancy, for the term prescribed by law, ending June 30, 2031.","Ewing",3/17/2025 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Bennett","Mary"," ","to be a member of the State Board of Education","to succeed herself, for the term prescribed by law, currently set to expire June 20, 2030.","Irvington",11/18/2024 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Bennett","Mary"," ","to be a member of the State Board of Education","to succeed herself, for the term prescribed by law, currently set to expire June 20, 2030.","Irvington",12/15/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Interviewed","Bennett","Mary"," ","to be a member of the State Board of Education","to succeed herself, for the term prescribed by law, currently set to expire June 20, 2030.","Irvington",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Bennett","Mary"," ","to be a member of the State Board of Education","to succeed herself, for the term prescribed by law, currently set to expire June 20, 2030.","Irvington",12/18/2025 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Interviewed","Bergman","Stanley","L.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Linwood",5/31/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Bergman","Stanley","L.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Linwood",6/28/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Bergman","Stanley","L.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Linwood",6/13/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Bergman","Stanley","L.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Linwood",3/18/2024 0:00:00
"S","4/15/2024","12:00 PM","Quorum","Referred To Committee","Beson","Michael"," ","to be a member of the Casino Reinvestment Development Authority","to succeed himself, for the term prescribed by law, currently set to expire June 18, 2027.","Ocean",4/15/2024 0:00:00
"S","10/28/2024","02:00 PM","Session","Advise and Consent","Beson","Michael"," ","to be a member of the Casino Reinvestment Development Authority","to succeed himself, for the term prescribed by law, currently set to expire June 18, 2027.","Ocean",10/28/2024 0:00:00
"S","10/24/2024","12:00 PM","Quorum","Reported From Committee","Beson","Michael"," ","to be a member of the Casino Reinvestment Development Authority","to succeed himself, for the term prescribed by law, currently set to expire June 18, 2027.","Ocean",10/24/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Beson","Michael"," ","to be a member of the New Jersey Transit Corporation","to replace Carlos Medina, for the term prescribed by law, currently set to expire December 6, 2028.","Ocean",12/18/2025 0:00:00
"S","6/19/2025","12:00 PM","Quorum","Referred To Committee","Beson","Michael"," ","to be a member of the New Jersey Transit Corporation","to replace Carlos Medina, for the term prescribed by law, currently set to expire December 6, 2028.","Ocean",6/19/2025 0:00:00
"SJU","10/24/2024","01:00 PM","Meeting","Considered","Beson","Michael"," ","to be a member of the Casino Reinvestment Development Authority","to succeed himself, for the term prescribed by law, currently set to expire June 18, 2027.","Ocean",10/17/2024 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Beson","Michael"," ","to be a member of the New Jersey Transit Corporation","to replace Carlos Medina, for the term prescribed by law, currently set to expire December 6, 2028.","Ocean",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Interviewed","Beson","Michael"," ","to be a member of the New Jersey Transit Corporation","to replace Carlos Medina, for the term prescribed by law, currently set to expire December 6, 2028.","Ocean",12/16/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Bess","Angela"," ","to be a member of The College of New Jersey -  Board of Trustees","to replace Treby McLaughlin Williams, for the term prescribed by law.","Moorestown",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Bess","Angela"," ","to be a member of The College of New Jersey -  Board of Trustees","to replace Treby McLaughlin Williams, for the term prescribed by law.","Moorestown",12/18/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Bess","Angela"," ","to be a member of The College of New Jersey -  Board of Trustees","to replace Treby McLaughlin Williams, for the term prescribed by law.","Moorestown",11/20/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Bess","Angela"," ","to be a member of The College of New Jersey -  Board of Trustees","to replace Treby McLaughlin Williams, for the term prescribed by law.","Moorestown",12/15/2025 0:00:00
"S","12/1/2025","12:00 AM","Quorum","Reported From Committee","Beukas","Michael","N.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","River Vale",12/1/2025 0:00:00
"S","11/24/2025","12:00 PM","Quorum","Referred To Committee","Beukas","Michael","N.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","River Vale",11/24/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Beukas","Michael","N.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","River Vale",12/18/2025 0:00:00
"SJU","12/1/2025","10:00 AM","Meeting","Interviewed","Beukas","Michael","N.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","River Vale",11/26/2025 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Bezich","Louis"," ","to be a member of the Rowan University - Rutgers Camden Board of Governors","to succeed himself, for the term prescribed by law.","Haddon Township",1/10/2026 0:00:00
"S","1/6/2026","12:00 PM","Quorum","Referred To Committee","Bezich","Louis"," ","to be a member of the Rowan University - Rutgers Camden Board of Governors","to succeed himself, for the term prescribed by law.","Haddon Township",1/6/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Bezich","Louis"," ","to be a member of the Rowan University - Rutgers Camden Board of Governors","to succeed himself, for the term prescribed by law.","Haddon Township",1/12/2026 0:00:00
